#                 x                   p                 rho                 U_x                 U_y                 U_z
     0.183146118236       2136264.47152        2.3383713004       1220.47671296    0.00207438346352   2.14737634498e-13
     0.183967396794       2084337.58274       2.29259303758       1242.31374564    0.00207438346371   2.16169809079e-13
     0.184788675351       2032410.69397       2.24681477475       1264.15077833     0.0020743834639    2.1760198366e-13
     0.185609953908       1982620.09422        2.2018779342       1283.76857559    0.00422121516919   2.15324416642e-13
     0.186431232465       1934723.73109        2.1576840087       1301.41777417    0.00422121516934   2.16481933505e-13
     0.187252511022       1886827.36796        2.1134900832       1319.06697274    0.00422121516949   2.17639450368e-13
     0.188073789579       1837451.09678       2.06743329817       1337.47018919    0.00697876127831   2.14648999193e-13
     0.188895068136       1787618.70313       2.02080240922       1356.10506258    0.00697876127847   2.15871161214e-13
     0.189716346693       1737781.23006       1.97416496239       1374.74187872    0.00998016069793   2.12347560539e-13
     0.190537625251       1686340.67926       1.92512012495       1394.04054589    0.00998016069809   2.13613257256e-13
     0.191358903808       1634900.12846       1.87607528751       1413.33921307    0.00998016069826   2.14878953974e-13
     0.192180182365       1583650.53159       1.82698669503       1432.61659107     0.0129068605972   2.14934358959e-13
     0.193001460922       1533016.91455       1.77776714864       1451.82364972     0.0129068605974   2.16194047561e-13
     0.193822739479       1482383.29751       1.72854760225       1471.03070836     0.0129068605976   2.17453736163e-13
     0.194644018036       1433281.97502       1.68039532044       1489.83150289     0.0153284821285   2.12555807317e-13
     0.195465296593       1385869.33695       1.63342043649       1508.18434353     0.0153284821287   2.13759472313e-13
      0.19628657515       1338456.69888       1.58644555254       1526.53718416     0.0153284821289   2.14963137309e-13
     0.197107853707       1294628.39377       1.54247161303       1543.82348169     0.0168776838229   2.07838685433e-13
     0.197929132265       1252242.19213       1.49970553311       1560.68052653     0.0168776838231   2.08944249155e-13
     0.198750410822       1209855.99048       1.45693945318       1577.53757136     0.0168776838232   2.10049812877e-13
     0.199571689379       1173232.75248       1.41939565653       1592.53175678      0.017329059984   2.08794271555e-13
     0.200392967936       1136910.90577       1.38212523452       1607.42839753     0.0173290599842   2.09771262822e-13
     0.201214246493       1101783.07471       1.34599279466       1621.91047973     0.0166521092492    2.0413267569e-13
      0.20203552505       1071830.82789       1.31479406897       1634.59503676     0.0166521092493   2.04964588176e-13
     0.202856803607       1041878.58107       1.28359534328       1647.27959379     0.0166521092494   2.05796500662e-13
     0.203678082164       1014497.63371       1.25494141912       1659.01813602     0.0150273384599   2.00525822238e-13
     0.204499360721       990601.316497       1.22973654978       1669.47444982       0.01502733846   2.01211596127e-13
     0.205320639279       966704.999281       1.20453168044       1679.93076362     0.0150273384601   2.01897370017e-13
     0.206141917836       946296.011494       1.18288069377       1689.05151617     0.0128262135771   1.95255447261e-13
     0.206963196393       927669.754162       1.16304660519       1697.48946218     0.0128262135771   1.95808847165e-13
      0.20778447495        909043.49683       1.14321251662       1705.92740819     0.0128262135772   1.96362247069e-13
     0.208605753507       894188.818016       1.12731677075       1712.90853421      0.010534556803   1.93652353551e-13
     0.209427032064       879758.528931       1.11186425767       1719.72575738      0.010534556803   1.94099458883e-13
     0.210248310621       865732.235839       1.09684239087       1726.39305687    0.00863280972026   1.92133104848e-13
     0.211069589178       854271.810925       1.08455592963       1732.10855752    0.00863280972031   1.92507954072e-13
     0.211890867735        842811.38601       1.07226946838       1737.82405818    0.00863280972036   1.92882803296e-13
     0.212712146293       832007.467801        1.0606940712       1743.32542178     0.0073902235281   1.89390218504e-13
      0.21353342485       822305.977083       1.05031275888        1748.4674295    0.00739022352815   1.89727455384e-13
     0.214354703407       812604.486366       1.03993144655       1753.60943723    0.00739022352819   1.90064692263e-13
     0.215175981964       803371.175426       1.03006077107       1758.66407091    0.00688360936088   1.87180784553e-13
     0.215997260521       794436.425777       1.02051572538       1763.66320522    0.00688360936093   1.87508651127e-13
     0.216818539078       785501.676128        1.0109706797       1768.66233954    0.00688360936097   1.87836517701e-13
     0.217639817635       776644.204744       1.00149710093       1773.77922799    0.00701406527747   1.86215246634e-13
     0.218461096192       767800.312989      0.992035998165        1778.9175491    0.00701406527751   1.86552241728e-13
     0.219282374749       758934.803754      0.982547853271       1784.07875106    0.00758205721081   1.84907436575e-13
     0.220103653307       749832.153778      0.972763081813       1789.48987283    0.00758205721085   1.85262323211e-13
     0.220924931864       740729.503803      0.962978310354       1794.90099459     0.0075820572109   1.85617209846e-13
     0.221746210421       731515.434941      0.953050806954       1800.40629263    0.00837242736197   1.84670202872e-13
     0.222567488978       722065.832258      0.942821526463       1806.11066003    0.00837242736202   1.85044321925e-13
     0.223388767535       712616.229575      0.932592245972       1811.81502743    0.00837242736207   1.85418440978e-13
     0.224210046092       703014.306416      0.922149754066       1817.65473277    0.00921032414442   1.84218955547e-13
     0.225031324649       693291.955486      0.911538630565        1823.6014807    0.00921032414447   1.84608971047e-13
     0.225852603206       683569.604556      0.900927507063       1829.54822864    0.00921032414452   1.84998986548e-13
     0.226673881764       673757.224887      0.890146321184        1835.6243663    0.00997852485814   1.83522157792e-13
     0.227495160321       663921.812978      0.879321512254       1841.73375533    0.00997852485819   1.83922840055e-13
     0.228316438878       654087.762183      0.868495274058       1847.84587861     0.0106202792239   1.82477414335e-13
     0.229137717435       644296.817471      0.857628726012       1854.03843217      0.010620279224   1.82883550917e-13
     0.229958995992        634505.87276      0.846762177967       1860.23098574      0.010620279224   1.83289687498e-13
     0.230780274549       624763.251833      0.835924818527       1866.42516017       0.01113014099   1.81898789783e-13
     0.231601553106       615152.021138      0.825167002241       1872.62355628       0.01113014099   1.82305309547e-13
     0.232422831663       605540.790442      0.814409185955        1878.8219524     0.0111301409901    1.8271182931e-13
      0.23324411022       596083.483032      0.803780142575       1884.98866784     0.0115022431896   1.81362712761e-13
     0.234065388778       586776.294212      0.793276732148       1891.12444081     0.0115022431897   1.81765125406e-13
     0.234886667335       577469.105391      0.782773321722       1897.26021379     0.0115022431897   1.82167538052e-13
     0.235707945892       568449.669993      0.772534822788       1903.31169914     0.0117472953059   1.80853043609e-13
     0.236529224449       559529.542804      0.762387767096        1909.3340767      0.011747295306   1.81248019254e-13
     0.237350503006       550609.415615      0.752240711404       1915.35645426      0.011747295306   1.81642994898e-13
