#                 y                   p                 rho                 U_x                 U_y                 U_z
   0.00679909205021       88286.3801528      0.163039914897       2439.37669936       47.1461133424   -0.00603517026121
   0.00695359414226       88281.5705253      0.163029953008       2439.32945369       48.3678872792   -0.00531235304212
   0.00710809623431       88276.7608977      0.163019991119       2439.28220803        49.589661216   -0.00458953582303
   0.00726259832636       88271.9512702       0.16301002923       2439.23496236       50.8114351528   -0.00386671860394
   0.00741710041841       88267.1416426      0.163000067341        2439.1877167       52.0332090895   -0.00314390138485
   0.00757160251046       88262.3320151      0.162990105451       2439.14047103       53.2549830263   -0.00241558028239
   0.00772610460251       88257.5223875      0.162980143562       2439.09322537       54.4767569631   -0.00168480213256
   0.00788060669456         88252.71276      0.162970181673       2439.04597971       55.6985308999   -0.00095402398273
   0.00803510878661       88247.9031324      0.162960219784       2438.99873404       56.9203048367  -0.000223245832901
   0.00818961087866       88251.6450525      0.162967967093       2438.97099234       57.8254317807  -0.000750519370534
   0.00834411297071       88259.5391997      0.162984318406       2438.95277748       58.5762258132   -0.00189942592382
   0.00849861506276        88267.433347      0.163000669719       2438.93456261       59.3270198458   -0.00304833247711
   0.00865311715481       88275.3274942      0.163017021033       2438.91634775       60.0778138784   -0.00419578859743
   0.00880761924686       88283.2216414      0.163033372346       2438.89813288        60.828607911   -0.00533217922437
   0.00896212133891       88291.1157886      0.163049723659       2438.87991801       61.5794019436   -0.00646856985132
   0.00911662343096       88299.0099358      0.163066074973       2438.86170315       62.3301959762   -0.00760496047826
   0.00927112552301       88306.9040831      0.163082426286       2438.84348828       63.0809900088    -0.0087413511052
   0.00942562761506       88314.7982303      0.163098777599       2438.82527341       63.8317840414   -0.00987774173214
   0.00958012970711       88306.9360205      0.163085717182       2438.80235076        64.549470551   -0.00926692569169
   0.00973463179916       88294.6470978      0.163064393605       2438.77810546       65.2578555767   -0.00816523587734
   0.00988913389121        88282.358175      0.163043070028       2438.75386016       65.9662406023   -0.00706354606299
    0.0100436359833       88270.0692523      0.163021746451       2438.72961486        66.674625628   -0.00596185624864
    0.0101981380753       88257.7803296      0.163000422873       2438.70536957       67.3830106536   -0.00486016643428
    0.0103526401674       88245.4914068      0.162979099296       2438.68112427       68.0913956793   -0.00375511060642
    0.0105071422594       88233.2024841      0.162957775719       2438.65687897       68.7997807049    -0.0026412870519
    0.0106616443515       88220.9135614      0.162936452142       2438.63263367       69.5081657306   -0.00152746349738
    0.0108161464435       88208.6246386      0.162915128565       2438.60838837       70.2165507563   -0.00041363994286
    0.0109706485356       88215.6759365       0.16292742888         2438.549692       71.3881310917  -0.000911308197196
    0.0111251506276       88235.1450947      0.162961321919        2438.4688979       72.8573102658   -0.00245518835551
    0.0112796527197        88254.614253      0.162995214958        2438.3881038       74.3264894399   -0.00399906851383
    0.0114341548117       88274.0834112      0.163029107997       2438.30730971        75.795668614   -0.00553899661607
    0.0115886569038       88293.5525695      0.163063001036       2438.22651561       77.2648477881   -0.00706605809551
    0.0117431589958       88313.0217277      0.163096894076       2438.14572151       78.7340269622   -0.00859311957495
    0.0118976610879        88332.490886      0.163130787115       2438.06492741       80.2032061363    -0.0101201810544
    0.0120521631799       88351.9600442      0.163164680154       2437.98413331       81.6723853104    -0.0116472425338
     0.012206665272       88367.5469658      0.163191366885       2437.90251629       83.1339164919    -0.0126419469908
     0.012361167364       88364.7517148      0.163183932156       2437.81700276       84.5592348579    -0.0111159708538
    0.0125156694561       88361.9564639      0.163176497427       2437.73148923       85.9845532239   -0.00958999471674
    0.0126701715481       88359.1612129      0.163169062698        2437.6459757       87.4098715899   -0.00806401857972
    0.0128246736402        88356.365962      0.163161627969       2437.56046217       88.8351899559   -0.00653804244269
    0.0129791757322        88353.570711       0.16315419324       2437.47494864       90.2605083219   -0.00501021488115
    0.0131336778243       88350.7754601      0.163146758511       2437.38943511       91.6858266878   -0.00346743201895
    0.0132881799163       88347.9802091      0.163139323782       2437.30392158       93.1111450538   -0.00192464915674
    0.0134426820084       88345.1849582      0.163131889053       2437.21840805       94.5364634198  -0.000381866294535
    0.0135971841004       88349.1263932      0.163140301943       2437.18454243       95.3560582163   -0.00135244527327
    0.0137516861925       88355.4955524      0.163154436143       2437.16942513       95.9561132528   -0.00323916930245
    0.0139061882845       88361.8647117      0.163168570343       2437.15430783       96.5561682893   -0.00512589333163
    0.0140606903766       88368.2338709      0.163182704542       2437.13919052       97.1562233258   -0.00700104019687
