r_m,cpu_pressure_pa,cpu_mach,tadmor_pressure_pa,tadmor_mach,kurganov_pressure_pa,kurganov_mach,hlle_pressure_pa,hlle_mach,hllc_pressure_pa,hllc_mach,roe_pressure_pa,roe_mach,hllem_pressure_pa,hllem_mach,hllc_adc_pressure_pa,hllc_adc_mach,slau2_pressure_pa,slau2_mach,slau2_2_pressure_pa,slau2_2_mach
0.0220947991632,88406.6629826,3.0241167837666,89546.382263942,2.94564890451026,86309.972443543,3.00772623093028,86303.207389901,3.00802884088588,86693.412160164,3.00728369809954,85728.796348861,3.02892346359051,86263.661885108,3.01643251228837,86641.784926111,3.00735988819618,88269.446865307,2.98899868976885,88303.352328787,2.98929465146725
0.0222493012552,88400.6918325,3.02403830090325,89537.082751285,2.94561876439076,86304.965893186,3.00758536034294,86298.242660592,3.00788812489488,86700.246590617,3.00713736205283,85705.544561353,3.02946421799262,86261.381490883,3.0163063061578,86650.60545996,3.00713922612298,88268.665377428,2.9894495116316,88282.502889462,2.99018134996817
0.0224038033473,88407.9670909,3.0240314953445,89537.178566116,2.94541608678795,86302.875051962,3.00744853582831,86296.07821909,3.00775006365015,86678.001443572,3.007677855345,85713.036150409,3.02914032021513,86259.392424622,3.01622465240234,86619.571540194,3.00768592949091,88249.259219151,2.98949208254957,88294.830015677,2.98941880672144
0.0225583054393,88415.2423493,3.02402472381719,89537.274380946,2.94521394480882,86300.784210738,3.00731225860541,86293.913777588,3.00761254981945,86655.756296528,3.00821907343474,85720.527739465,3.02881699472429,86257.403358361,3.01614354514786,86588.537620427,3.00823339015371,88229.853060874,2.98953522407218,88307.157141893,2.98865694978019
0.0227128075314,88422.5176077,3.02401798632618,89537.370195777,2.9450123385489,86298.693369514,3.00717652878342,86291.749336086,3.00747558351202,86633.511149483,3.0087610166892,85728.019328521,3.02849424145609,86255.4142921,3.01606298432691,86557.50370066,3.00878160887911,88210.446902597,2.98957893643935,88319.484268109,2.98789577914888
0.0228673096234,88429.7928661,3.024011282855,89537.466010608,2.94481126810314,86296.60252829,3.00704134647172,86289.584894584,3.00733916483636,86611.266002439,3.00930368547588,85735.510917577,3.02817206034609,86253.425225839,3.01598296987172,86526.469780894,3.0093305864358,88191.04074432,2.98962321989154,88331.811394325,2.9871352948311
0.0230218117155,88437.0681245,3.02400461343675,89537.561825439,2.94461073356653,86294.511687066,3.00690671177903,86287.420453082,3.00720329390156,86589.020855394,3.00984708016194,85743.002506633,3.0278504513303,86251.436159578,3.01590350171425,86495.435861127,3.009880323593,88171.634586043,2.98966807466861,88344.13852054,2.98637549683109
0.0231763138075,88442.0398387,3.02399673324494,89536.772450357,2.94442242207518,86292.059993555,3.00676954451638,86284.904166086,3.00706501024368,86569.339268915,3.01033341851358,85748.173355302,3.02759054286112,86249.258997402,3.0158216483151,86466.993332881,3.01038193989248,88151.527523654,2.98972972698991,88355.634090621,2.98563266441633
0.0233308158996,88417.2250199,3.02397279312002,89524.536914168,2.94438581681831,86284.942212728,3.00659313749988,86277.838256294,3.00688903505382,86582.806419019,3.01007330568952,85723.335312115,3.02812177928348,86244.649615751,3.01570246912116,86472.05941608,3.0102522038055,88122.357252049,2.99000186333442,88356.377024065,2.98510099570404
0.0234853179916,88392.4102011,3.02394889092886,89512.301377979,2.94434983746489,86277.824431902,3.00641735858217,86270.772346502,3.00671368800803,86596.273569123,3.00981390823226,85698.497268928,3.02865384161358,86240.0402341,3.01558389972457,86477.125499279,3.01012314880242,88093.186980444,2.99027475532229,88357.119957508,2.98456996569962
